Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person,Nama Lengkap,Harga,Nama Barang,Total Harga
Pinder@outlookx.com,Cilegon,2017-01-21,KP0625AF,36786,3,4.0,Pru Logistic,N,ei-500,Rudy  Pinder,12000000.0,Arabica Flores 25kg,36000000.0
Lay@ymail.com,Tanjungpinang,2017-01-21,KP0850FB,36146,2,4.0,JENT,Y,xu-809,Christian Lay ,21000000.0,Flores Blend 50kg,42000000.0
Ismulyatie@icloudx.com,Tarakan,2017-01-21,KP0850FB,35986,5,4.0,JENT,N,vn-994,Soekrisman Ismulyatie ,21000000.0,Flores Blend 50kg,105000000.0
Payal@livex.com,Kediri,2017-01-21,KP0150BH,36822,10,4.0,Wakanda Express,N,gk-123,Payal Harjani,27000000.0,Bali Honey 50kg,270000000.0
S.H.C.N@icloudx.com,Jakarta Barat,2017-01-20,KP0850FB,35174,9,4.0,JENT,N,ob-333,Shcn  Kurniawan ,21000000.0,Flores Blend 50kg,189000000.0
Bambang@ymail.com,Pontianak,2017-01-20,KP0850FB,35447,4,1.0,Wakanda Express,Y,xf-880,Bambang  Abdurachman,21000000.0,Flores Blend 50kg,84000000.0
YUSRIZAL@mex.com,Palembang,2017-01-19,KP0750AJ,35766,4,4.0,Cepat Kirim,N,js-661,Prakoso Yusrizal,18000000.0,Arabica Java 50kg,72000000.0
Freddy@gmail.com,Palembang,2017-01-18,KP0625AF,36697,3,4.0,Cepat Kirim,Y,mv-661,Freddy Budi,12000000.0,Arabica Flores 25kg,36000000.0
Dian@ymail.com,Tebingtinggi,2017-01-18,KP0850FB,35589,8,4.0,Swift Delivery,Y,dx-662,Jusuf Dian,21000000.0,Flores Blend 50kg,168000000.0
Rilantini@icloudx.com,Kotamobagu,2017-01-15,KP0850FB,36898,9,4.0,Swift Delivery,N,qz-221,Rilantini Jenny,21000000.0,Flores Blend 50kg,189000000.0
Apex@gmail.com,Tomohon,2017-01-15,KP0350CF,36411,10,2.0,JENT,Y,re-221,Apex Leonard,35000000.0,Colombie Finest Blend 50kg,350000000.0
Adriana@ymail.com,Palopo,2017-01-15,KP0925SG,35280,7,4.0,JENT,Y,ds-290,Adriana Tjin ,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Riupassa@livex.com,Purwokerto,2017-01-11,KP0925SG,35305,7,4.0,JENT,Y,wu-410,F Riupassa,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Northstar@mex.com,Semarang,2017-01-10,KP0850FB,35658,2,4.0,Wakanda Express,N,fo-410,Northstar Andersen,21000000.0,Flores Blend 50kg,42000000.0
HIANTO@gmail.com,Yogyakarta,2017-01-09,KP0750AJ,36359,3,4.0,Cepat Kirim,Y,ic-444,Hianto  Tanoko,18000000.0,Arabica Java 50kg,54000000.0
E.@gmail.com,Padang,2017-01-08,KP0425CB,35806,9,4.0,Wakanda Express,Y,pk-559,Hendry  E,27250000.0,Congo Blue Blend 25kg,245250000.0
Tjokrosaputro@ymail.com,Surabaya,2017-01-07,KP0150BH,36459,7,4.0,Swift Delivery,Y,bn-123,Jeffrey  Tjokrosaputro,27000000.0,Bali Honey 50kg,189000000.0
Bimo@gmail.com,Lhokseumawe,2017-01-07,KP0150BH,36672,3,4.0,JENT,Y,ks-101,Bimo Wirawan,27000000.0,Bali Honey 50kg,81000000.0
Setiadi@icloudx.com,Tangerang,2017-01-07,KP0050AG,36416,5,4.0,Pru Logistic,Y,ow-500,Djoko Setiadi,16250000.0,Aceh Gayo 50kg,81250000.0
Febrina@icloudx.com,Tegal,2017-01-06,KP0750AJ,35241,7,4.0,JENT,Y,or-410,Febrina Express ,18000000.0,Arabica Java 50kg,126000000.0
Dr.@icloudx.com,Prabumulih,2017-01-04,KP0625AF,35151,9,3.0,Swift Delivery,Y,kk-661,Dr Louis,12000000.0,Arabica Flores 25kg,108000000.0
Sistha@ymail.com,Bitung,2017-01-04,KP0925SG,36310,10,4.0,Pru Logistic,N,dw-221,Sistha Yordan,15000000.0,Sidikalang Gold Blend 25kg,150000000.0
Bambang@gmail.com,Jakarta Pusat,2017-01-03,KP0625AF,37000,8,4.0,Swift Delivery,Y,jq-333,Bambang  Wirajang,12000000.0,Arabica Flores 25kg,96000000.0
Podomoro@gmail.com,Sungai Penuh,2017-01-02,KP0150BH,35258,7,4.0,Swift Delivery,Y,te-512,Edy  Podomoro,27000000.0,Bali Honey 50kg,189000000.0
Busono@gmail.com,Tebingtinggi,2017-01-01,KP0150BH,35024,7,4.0,Swift Delivery,Y,yu-662,Lukman Busono,27000000.0,Bali Honey 50kg,189000000.0
Lilys@ymail.com,Jakarta Pusat,2016-12-27,KP0750AJ,35064,8,4.0,JENT,Y,ik-333,Lilys Riady ,18000000.0,Arabica Java 50kg,144000000.0
Utomo@ymail.com,Yogyakarta,2016-12-26,KP0750AJ,36980,5,4.0,JENT,Y,hd-444,Kiki Utomo,18000000.0,Arabica Java 50kg,90000000.0
Ronald@livex.com,Kendari,2016-12-24,KP0425CB,35362,10,4.0,Pru Logistic,N,qh-250,Ronald Heryanto,27250000.0,Congo Blue Blend 25kg,272500000.0
Solana@livex.com,Bima,2016-12-23,KP0850FB,35449,8,3.0,JENT,Y,xn-183,Evelyn Solana,21000000.0,Flores Blend 50kg,168000000.0
Irawan@mex.com,Depok,2016-12-22,KP0625AF,36842,4,4.0,Wakanda Express,N,ft-409,Ronald Irawan,12000000.0,Arabica Flores 25kg,48000000.0
Nathalia@rocketmail.com,Probolinggo,2016-12-21,KP0225BB,35957,9,4.0,JENT,N,wq-123,Nathalia  Edward,10000000.0,Breakfast Blend 25kg,90000000.0
Gerald@gmail.com,Prabumulih,2016-12-20,KP0750AJ,35128,2,4.0,JENT,Y,ur-661,Gerald  Indrajani,18000000.0,Arabica Java 50kg,36000000.0
Elizabeth@ymail.com,Pasuruan,2016-12-20,KP0850FB,36587,5,4.0,JENT,Y,dc-123,Erwin  Elizabeth ,21000000.0,Flores Blend 50kg,105000000.0
HERTONO@ymail.com,Payakumbuh,2016-12-20,KP0750AJ,36654,10,2.0,JENT,Y,jx-559,Hertono Tanuwidjaja,18000000.0,Arabica Java 50kg,180000000.0
Didi@gmail.com,Jakarta Utara,2016-12-19,KP0050AG,35771,6,4.0,Swift Delivery,Y,vn-333,Hadi  Didi,16250000.0,Aceh Gayo 50kg,97500000.0
Sunarjo@outlookx.com,Bukittinggi,2016-12-18,KP0425CB,36833,7,4.0,JENT,Y,sq-559,Fahmi  Sunarjo,27250000.0,Congo Blue Blend 25kg,190750000.0
Evert@gmail.com,Tarakan,2016-12-18,KP0150BH,35926,10,4.0,Wakanda Express,Y,wn-994,Evert Suhartono,27000000.0,Bali Honey 50kg,270000000.0
CANDRA@ymail.com,Pematangsiantar,2016-12-17,KP0625AF,35210,4,4.0,Pru Logistic,Y,go-662,Candra  Limited,12000000.0,Arabica Flores 25kg,48000000.0
Soetikno@mex.com,Padang,2016-12-17,KP0225BB,36807,6,4.0,JENT,N,hj-559,Soetikno King ,10000000.0,Breakfast Blend 25kg,60000000.0
Santy@icloudx.com,Serang,2016-12-16,KP0625AF,35338,2,4.0,Swift Delivery,N,vi-500,Santy  Bertrand,12000000.0,Arabica Flores 25kg,24000000.0
Firdaus@ymail.com,Cimahi,2016-12-16,KP0925SG,35507,5,4.0,JENT,Y,jw-409,Firdaus Goesti,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Judianto@livex.com,Banjarmasin,2016-12-15,KP0925SG,35487,5,4.0,Swift Delivery,Y,us-991,Ery Judianto,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
SAPUTRA@livex.com,Blitar,2016-12-14,KP0350CF,36625,8,4.0,Cepat Kirim,Y,ps-123,Alexandra Saputra,35000000.0,Colombie Finest Blend 50kg,280000000.0
Lao@gmail.com,Bogor,2016-12-13,KP0350CF,35703,4,4.0,JENT,Y,ag-409,Lao  Widjaja,35000000.0,Colombie Finest Blend 50kg,140000000.0
Indraswati@gmail.com,Mataram,2016-12-12,KP0050AG,36052,8,4.0,Wakanda Express,Y,go-183,Melvin Indraswati,16250000.0,Aceh Gayo 50kg,130000000.0
ROMMY@rocketmail.com,Langsa,2016-12-12,KP0850FB,35715,7,4.0,Swift Delivery,N,uw-101,Ravi Rommy,21000000.0,Flores Blend 50kg,147000000.0
Samuel@gmail.com,Palopo,2016-12-10,KP0925SG,35610,6,4.0,Swift Delivery,Y,yk-290,Lisa Samuel,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Tjian@gmail.com,Semarang,2016-12-08,KP0850FB,35285,9,4.0,Swift Delivery,Y,zc-410,Jacobus Tjian,21000000.0,Flores Blend 50kg,189000000.0
MUCHSIN@gmail.com,Dumai,2016-12-06,KP0850FB,36395,10,2.0,Cepat Kirim,Y,oy-222,Muchsin Novita,21000000.0,Flores Blend 50kg,210000000.0
Kam@ymail.com,Bogor,2016-12-05,KP0850FB,35756,9,4.0,Swift Delivery,Y,ci-409,Kam Multicorpora,21000000.0,Flores Blend 50kg,189000000.0
Thomas@outlookx.com,Kupang,2016-12-04,KP0625AF,35699,10,4.0,Swift Delivery,N,yj-185,Stefanus  Thomas,12000000.0,Arabica Flores 25kg,120000000.0
Marten@outlookx.com,Magelang,2016-12-04,KP0425CB,35141,10,4.0,Swift Delivery,Y,cj-410,Marten Mila,27250000.0,Congo Blue Blend 25kg,272500000.0
MARDIANI@ymail.com,Binjai,2016-12-03,KP0750AJ,36616,9,4.0,Wakanda Express,Y,tc-662,Grant  Mardiani,18000000.0,Arabica Java 50kg,162000000.0
IRVAN@ymail.com,Banjar,2016-12-03,KP0750AJ,35171,9,5.0,JENT,Y,qw-409,Irvan Rahardja ,18000000.0,Arabica Java 50kg,162000000.0
Danan@outlookx.com,Dumai,2016-12-02,KP0925SG,36991,5,4.0,JENT,Y,bh-222,Danan Marjani,15000000.0,Sidikalang Gold Blend 25kg,75000000.0
Endah@ymail.com,Probolinggo,2018-01-12,KP0425CB,36453,10,4.0,Swift Delivery,Y,jd-123,Endah Sucahyo,27250000.0,Congo Blue Blend 25kg,272500000.0
Mudoyo@outlookx.com,Lhokseumawe,2018-01-12,KP0550EH,36237,4,2.0,Wakanda Express,Y,xm-101,Dewi Mudoyo,45000000.0,Elsavador High 50kg,180000000.0
Peaceland@mex.com,Cirebon,2018-11-28,KP0750AJ,35434,9,4.0,Pru Logistic,N,hu-409,Peaceland Hardjodikromo,18000000.0,Arabica Java 50kg,162000000.0
Sutanto@mex.com,Lubuklinggau,2018-11-28,KP0750AJ,35263,4,4.0,JENT,N,en-661,Sugiharto Sutanto,18000000.0,Arabica Java 50kg,72000000.0
Achmad@livex.com,Padang,2018-11-26,KP0150BH,36930,3,3.0,Swift Delivery,Y,zl-559,Achmad  Hadeli,27000000.0,Bali Honey 50kg,81000000.0
Lin@ymail.com,Payakumbuh,2018-11-25,KP0425CB,35693,10,4.0,JENT,Y,xb-559,Lin  Santoso ,27250000.0,Congo Blue Blend 25kg,272500000.0
Soejatno@icloudx.com,Metro,2018-11-25,KP0625AF,35940,5,4.0,Swift Delivery,N,fl-150,Rasyid Soejatno,12000000.0,Arabica Flores 25kg,60000000.0
Megawati@livex.com,Lubuklinggau,2018-11-24,KP0150BH,36776,10,4.0,JENT,Y,yk-661,Megawati Tjakra/ms ,27000000.0,Bali Honey 50kg,270000000.0
Kiki@ymail.com,Singkawang,2018-11-23,KP0925SG,35912,6,4.0,Wakanda Express,Y,bd-880,Kiki Priapantja,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Widjaja@icloudx.com,Binjai,2018-11-23,KP0050AG,36512,5,4.0,Swift Delivery,N,tq-662,Semiwati Widjaja,16250000.0,Aceh Gayo 50kg,81250000.0
PRIASMORO@ymail.com,Tangerang,2018-11-21,KP0625AF,35350,3,4.0,Wakanda Express,Y,oc-500,Dr Priasmoro,12000000.0,Arabica Flores 25kg,36000000.0
Ryandi@ymail.com,Kendari,2018-11-20,KP0925SG,36731,2,4.0,Pru Logistic,N,nm-250,Ryandi Ang,15000000.0,Sidikalang Gold Blend 25kg,30000000.0
Dedy@gmail.com,Batam,2016-11-19,KP0150BH,36377,3,4.0,JENT,Y,rd-809,Dedy B,27000000.0,Bali Honey 50kg,81000000.0
Putihrai@gmail.com,Palembang,2016-11-17,KP0150BH,35692,10,2.0,Cepat Kirim,Y,sk-661,Handi Putihrai,27000000.0,Bali Honey 50kg,270000000.0
Loengara@ymail.com,Tangerang Selatan,2016-11-16,KP0750AJ,35598,5,4.0,JENT,Y,bb-500,Johan  Loengara,18000000.0,Arabica Java 50kg,90000000.0
Budi@gmail.com,Tidore Kepulauan,2016-11-16,KP0750AJ,36331,5,4.0,Wakanda Express,Y,mb-160,Budi Setijawati,18000000.0,Arabica Java 50kg,90000000.0
Helmut@gmail.com,Cilegon,2016-11-13,KP0150BH,36189,10,2.0,Swift Delivery,Y,ip-500,Helmut Hari,27000000.0,Bali Honey 50kg,270000000.0
Bimo@icloudx.com,Jayapura,2016-11-11,KP0850FB,35083,8,3.0,Swift Delivery,Y,ev-990,Bimo Brent,21000000.0,Flores Blend 50kg,168000000.0
Iuwena@ymail.com,Tual,2016-11-08,KP0625AF,36662,6,4.0,Wakanda Express,Y,oc-171,Joyce Iuwena,12000000.0,Arabica Flores 25kg,72000000.0
Endang@ymail.com,Lubuklinggau,2016-11-07,KP0350CF,36569,9,3.0,Swift Delivery,Y,bj-661,Endang Tarazona,35000000.0,Colombie Finest Blend 50kg,315000000.0
Setijono@icloudx.com,Samarinda,2016-11-07,KP0625AF,35473,3,4.0,JENT,Y,rj-993,Lina Setijono,12000000.0,Arabica Flores 25kg,36000000.0
Susilowidjojo@rocketmail.com,Salatiga,2016-11-07,KP0350CF,36735,4,4.0,Swift Delivery,Y,qb-410,Liliawati Susilowidjojo,35000000.0,Colombie Finest Blend 50kg,140000000.0
Sanjaya@ymail.com,Tangerang,2016-11-07,KP0150BH,36072,7,4.0,Cepat Kirim,N,oz-500,Sanjaya Husein,27000000.0,Bali Honey 50kg,189000000.0
Lukas@icloudx.com,Serang,2016-11-01,KP0850FB,36141,3,4.0,JENT,Y,qm-500,Lukas  Purnomo,21000000.0,Flores Blend 50kg,63000000.0
Frank@gmail.com,Padangpanjang,2016-10-27,KP0850FB,35433,2,4.0,JENT,Y,rd-559,Frank Koeshandery,21000000.0,Flores Blend 50kg,42000000.0
Patra@mex.com,Gorontalo,2016-10-26,KP0750AJ,36103,4,2.0,JENT,N,ac-983,Solihin Patra,18000000.0,Arabica Java 50kg,72000000.0
HANDJAJA@ymail.com,Balikpapan,2016-10-21,KP0925SG,35172,3,4.0,Wakanda Express,Y,tg-993,Kezia Handjaja,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Achmad@livex.com,Palopo,2016-10-18,KP0350CF,36301,8,1.0,JENT,Y,dy-290,Achmad Dominic,35000000.0,Colombie Finest Blend 50kg,280000000.0
Rony@ymail.com,Palu,2016-10-16,KP0150BH,36124,4,4.0,Cepat Kirim,N,lj-280,Rony  Sewaka,27000000.0,Bali Honey 50kg,108000000.0
Suherlan@ymail.com,Pekalongan,2016-10-16,KP0625AF,35183,3,4.0,Swift Delivery,Y,kb-410,Gene Suherlan,12000000.0,Arabica Flores 25kg,36000000.0
Pri@icloudx.com,Jakarta Barat,2016-10-12,KP0750AJ,35787,5,4.0,Swift Delivery,N,mg-333,Pri  Nagaria,18000000.0,Arabica Java 50kg,90000000.0
Hendropurnomo@gmail.com,Gorontalo,2016-10-12,KP0750AJ,36082,5,3.0,Wakanda Express,N,gw-983,Rubyanto Hendropurnomo,18000000.0,Arabica Java 50kg,90000000.0
Suhandi.@outlookx.com,Sukabumi,2016-10-12,KP0850FB,35734,10,2.0,Cepat Kirim,Y,dt-409,Dedie Suhandi,21000000.0,Flores Blend 50kg,210000000.0
Johannes@ymail.com,Kediri,2016-10-12,KP0925SG,35532,4,4.0,Wakanda Express,Y,lv-123,Johannes Sanjaya,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
Deddy@outlookx.com,Pekanbaru,2016-10-10,KP0425CB,36017,9,5.0,Swift Delivery,Y,ty-222,Deddy  Lasmono,27250000.0,Congo Blue Blend 25kg,245250000.0
Rahman@icloudx.com,Balikpapan,2016-10-10,KP0050AG,36734,6,4.0,Swift Delivery,Y,qe-993,Linda Rahman,16250000.0,Aceh Gayo 50kg,97500000.0
Suhardi@icloudx.com,Binjai,2016-10-07,KP0850FB,35264,7,4.0,Wakanda Express,N,qr-662,Suhardi Mary,21000000.0,Flores Blend 50kg,147000000.0
Stockcorp@ymail.com,Tanjungpinang,2016-10-07,KP0050AG,35107,3,4.0,JENT,N,bn-809,Stockcorp Investments ,16250000.0,Aceh Gayo 50kg,48750000.0
Nugroho@outlookx.com,Sabang,2016-10-07,KP0150BH,35602,9,4.0,Swift Delivery,Y,gl-101,Elizabeth Nugroho,27000000.0,Bali Honey 50kg,243000000.0
Katleen@ymail.com,Samarinda,2016-10-06,KP0225BB,35995,10,5.0,JENT,Y,jo-993,Katleen  Wisnu ,10000000.0,Breakfast Blend 25kg,100000000.0
Razif@livex.com,Surakarta,2016-10-06,KP0350CF,36914,7,4.0,Cepat Kirim,N,cb-410,Razif  Chooi,35000000.0,Colombie Finest Blend 50kg,245000000.0
Ng@livex.com,Makassar,2016-10-06,KP0850FB,36919,2,4.0,Wakanda Express,Y,fs-290,Amelia Ng,21000000.0,Flores Blend 50kg,42000000.0
Welly@gmail.com,Tomohon,2016-10-04,KP0050AG,36223,9,4.0,Wakanda Express,Y,yf-221,Hendra Welly,16250000.0,Aceh Gayo 50kg,146250000.0
Tjahjadi@ymail.com,Lhokseumawe,2016-10-03,KP0225BB,36837,2,4.0,Cepat Kirim,Y,cc-101,Fauzi Tjahjadi,10000000.0,Breakfast Blend 25kg,20000000.0
Erick@icloudx.com,Kotamobagu,2016-10-02,KP0625AF,35630,6,4.0,JENT,Y,hy-221,Erick  I,12000000.0,Arabica Flores 25kg,72000000.0
LAKSAMANA@icloudx.com,Surabaya,2016-10-02,KP0750AJ,35623,8,4.0,Cepat Kirim,Y,qz-123,Laksamana Soenong,18000000.0,Arabica Java 50kg,144000000.0
Lim@outlookx.com,Tanjungpinang,2016-09-27,KP0625AF,35816,3,4.0,Wakanda Express,Y,qy-809,Lim Yoshawirja,12000000.0,Arabica Flores 25kg,36000000.0
Kokos@ymail.com,Langsa,2016-09-27,KP0625AF,35960,8,4.0,Cepat Kirim,Y,ty-101,Kokos Purnomo,12000000.0,Arabica Flores 25kg,96000000.0
Virendra@gmail.com,Banjarbaru,2016-09-26,KP0150BH,36718,6,4.0,JENT,N,vu-991,Virendra Prakash,27000000.0,Bali Honey 50kg,162000000.0
Djoni@outlookx.com,Jambi,2016-09-24,KP0750AJ,35237,8,4.0,Wakanda Express,Y,ph-512,Djoni  Mardova,18000000.0,Arabica Java 50kg,144000000.0
Sity@livex.com,Cimahi,2016-09-22,KP0350CF,35277,10,4.0,JENT,N,mx-409,Sity Franky ,35000000.0,Colombie Finest Blend 50kg,350000000.0
Bob@ymail.com,Pangkalpinang,2016-09-15,KP0350CF,35865,3,4.0,Cepat Kirim,Y,pw-120,Bob Saputra,35000000.0,Colombie Finest Blend 50kg,105000000.0
Robertson@livex.com,Tebingtinggi,2016-09-14,KP0925SG,36667,3,4.0,JENT,Y,bo-662,Alfari Robertson,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Virgan@rocketmail.com,Sungai Penuh,2016-09-14,KP0750AJ,36128,2,4.0,Pru Logistic,N,pg-512,Ramajati Virgan,18000000.0,Arabica Java 50kg,36000000.0
Simon@ymail.com,Banda Aceh,2016-09-14,KP0350CF,35011,10,5.0,JENT,N,te-101,Simon Limited ,35000000.0,Colombie Finest Blend 50kg,350000000.0
Pramono@ymail.com,Parepare,2016-09-13,KP0425CB,35370,3,4.0,Wakanda Express,Y,oh-290,Henry Pramono,27250000.0,Congo Blue Blend 25kg,81750000.0
Purwadi@gmail.com,Jambi,2016-09-12,KP0925SG,35246,9,4.0,Pru Logistic,N,vo-512,Purwadi Hermawan,15000000.0,Sidikalang Gold Blend 25kg,135000000.0
Hardja@ymail.com,Palu,2016-09-11,KP0625AF,36298,10,4.0,Swift Delivery,N,pg-280,Rachmat Hardja,12000000.0,Arabica Flores 25kg,120000000.0
Dick@ymail.com,Semarang,2016-09-10,KP0750AJ,35406,4,4.0,Swift Delivery,Y,li-410,Dick Liem,18000000.0,Arabica Java 50kg,72000000.0
Kusuma@icloudx.com,Sibolga,2016-09-06,KP0050AG,36865,7,4.0,Pru Logistic,Y,mr-662,Lim Kusuma,16250000.0,Aceh Gayo 50kg,113750000.0
C.@livex.com,Sawahlunto,2016-09-06,KP0850FB,36637,9,4.0,Swift Delivery,N,ot-559,Rudy C,21000000.0,Flores Blend 50kg,189000000.0
Ulrich@gmail.com,Manado,2016-09-04,KP0050AG,35878,4,4.0,Pru Logistic,Y,tv-221,Jimmy Ulrich,16250000.0,Aceh Gayo 50kg,65000000.0
Harris@icloudx.com,Makassar,2016-09-03,KP0150BH,35918,5,4.0,JENT,Y,ba-290,Elvira Harris,27000000.0,Bali Honey 50kg,135000000.0
Eliezer@outlookx.com,Bitung,2016-09-02,KP0750AJ,35910,5,4.0,Cepat Kirim,Y,xf-221,Eliezer  Setyaningsih,18000000.0,Arabica Java 50kg,90000000.0
J.@ymail.com,Blitar,2016-09-02,KP0925SG,35294,3,4.0,JENT,Y,te-123,J  Djaja,15000000.0,Sidikalang Gold Blend 25kg,45000000.0
Herlinah@ymail.com,Kotamobagu,2016-09-01,KP0425CB,35548,7,4.0,Swift Delivery,Y,gi-221,Herlinah Tjiawi,27250000.0,Congo Blue Blend 25kg,190750000.0
Hendrik@ymail.com,Sibolga,2016-08-28,KP0625AF,35399,4,4.0,Wakanda Express,Y,rm-662,Hendrik Hari,12000000.0,Arabica Flores 25kg,48000000.0
Consulting@outlookx.com,Padangpanjang,2016-08-27,KP0425CB,36936,8,4.0,Swift Delivery,Y,ku-559,Bengt  Consulting,27250000.0,Congo Blue Blend 25kg,218000000.0
Samantha@ymail.com,Lubuklinggau,2016-08-27,KP0625AF,35135,7,4.0,JENT,Y,lx-661,Gladys  Samantha,12000000.0,Arabica Flores 25kg,84000000.0
Bagus@ymail.com,Pekalongan,2016-08-27,KP0150BH,35022,5,4.0,Swift Delivery,Y,ns-410,Bong Bagus,27000000.0,Bali Honey 50kg,135000000.0
Lestari@gmail.com,Magelang,2016-08-26,KP0925SG,36001,7,4.0,Swift Delivery,Y,wy-410,Cindy Lestari,15000000.0,Sidikalang Gold Blend 25kg,105000000.0
Gobel@livex.com,Bima,2016-08-26,KP0150BH,35372,2,4.0,Cepat Kirim,Y,xe-183,Chander Gobel,27000000.0,Bali Honey 50kg,54000000.0
Jeffrey@ymail.com,Pangkalpinang,2016-08-26,KP0050AG,36702,3,4.0,Wakanda Express,Y,el-120,Jeffrey Suwarno,16250000.0,Aceh Gayo 50kg,48750000.0
Ahmades@ymail.com,Kendari,2016-08-23,KP0150BH,36415,9,4.0,JENT,Y,zs-250,Ahmades Muchtar ,27000000.0,Bali Honey 50kg,243000000.0
Henny@ymail.com,Tegal,2016-08-22,KP0850FB,36431,4,4.0,Wakanda Express,Y,pq-410,Henny Winarko,21000000.0,Flores Blend 50kg,84000000.0
IRMAYANI@gmail.com,Probolinggo,2016-08-21,KP0625AF,36839,7,4.0,Wakanda Express,Y,mc-123,Irmayani  Suginawan,12000000.0,Arabica Flores 25kg,84000000.0
Darsono@ymail.com,Jakarta Timur,2016-08-19,KP0050AG,36727,8,4.0,Cepat Kirim,Y,cd-333,Hilton Darsono,16250000.0,Aceh Gayo 50kg,130000000.0
Vivi@gmail.com,Surabaya,2016-08-19,KP0625AF,36913,9,4.0,JENT,N,yy-123,Vivi Hottama,12000000.0,Arabica Flores 25kg,108000000.0
Andreas@gmail.com,Magelang,2016-08-15,KP0625AF,36036,2,5.0,Pru Logistic,Y,fp-410,Andreas  Sandi,12000000.0,Arabica Flores 25kg,24000000.0
IRSJAD@gmail.com,Kediri,2016-08-14,KP0750AJ,36887,10,4.0,JENT,Y,ni-123,Budiman  Irsjad,18000000.0,Arabica Java 50kg,180000000.0
Johnlee@ymail.com,Tebingtinggi,2016-08-14,KP0225BB,35385,4,4.0,Cepat Kirim,Y,mp-662,Johnlee Sukardi,10000000.0,Breakfast Blend 25kg,40000000.0
Hesti@gmail.com,Pekanbaru,2016-08-13,KP0425CB,36659,9,4.0,Cepat Kirim,Y,xv-222,Hesti Yoesoef,27250000.0,Congo Blue Blend 25kg,245250000.0
Arief@livex.com,Singkawang,2016-08-13,KP0425CB,35944,8,3.0,Wakanda Express,Y,wm-880,Arief Soesanto,27250000.0,Congo Blue Blend 25kg,218000000.0
DRS@gmail.com,Cimahi,2016-08-12,KP0850FB,35554,3,4.0,Pru Logistic,Y,fl-409,Drs Parlaungan,21000000.0,Flores Blend 50kg,63000000.0
I@outlookx.com,Salatiga,2016-08-10,KP0425CB,35170,2,4.0,Swift Delivery,Y,ow-410,Didit  I,27250000.0,Congo Blue Blend 25kg,54500000.0
Hanna@gmail.com,Pematangsiantar,2016-08-10,KP0225BB,35939,5,4.0,Swift Delivery,N,ne-662,Sallyawati Hanna,10000000.0,Breakfast Blend 25kg,50000000.0
Lys@ymail.com,Parepare,2016-08-09,KP0625AF,36778,7,4.0,Pru Logistic,Y,eh-290,Kwok  Lys,12000000.0,Arabica Flores 25kg,84000000.0
Susilo@gmail.com,Bau-Bau,2016-08-09,KP0625AF,35607,3,5.0,Wakanda Express,Y,zx-250,Hadinata Susilo,12000000.0,Arabica Flores 25kg,36000000.0
Marlina@gmail.com,Ambon,2016-08-08,KP0850FB,35422,6,4.0,Pru Logistic,Y,iv-171,Habib Marlina,21000000.0,Flores Blend 50kg,126000000.0
Franciscus@ymail.com,Mataram,2016-08-06,KP0925SG,36303,6,4.0,JENT,Y,km-183,Franciscus  Margaretha ,15000000.0,Sidikalang Gold Blend 25kg,90000000.0
Joseph@livex.com,Gorontalo,2016-08-06,KP0225BB,35261,7,4.0,Wakanda Express,Y,hx-983,Agus Joseph,10000000.0,Breakfast Blend 25kg,70000000.0
Paulis@icloudx.com,Padang Sidempuan,2016-08-05,KP0625AF,35547,4,4.0,Wakanda Express,N,iw-662,Paulis  Sumito,12000000.0,Arabica Flores 25kg,48000000.0
C@outlookx.com,Jayapura,2016-08-03,KP0750AJ,35110,10,5.0,Swift Delivery,Y,mj-990,Fensa C,18000000.0,Arabica Java 50kg,180000000.0
Geoffrey@gmail.com,Banjar,2016-08-02,KP0425CB,35118,4,4.0,Pru Logistic,Y,nb-409,Geoffrey Hoshi,27250000.0,Congo Blue Blend 25kg,109000000.0
Bachtiar@ymail.com,Tangerang Selatan,2016-08-02,KP0850FB,35842,9,4.0,Swift Delivery,Y,br-500,Kama Bachtiar,21000000.0,Flores Blend 50kg,189000000.0
Ani@livex.com,Ambon,2016-08-01,KP0625AF,36998,8,4.0,JENT,Y,qi-171,Ani  Sathibal ,12000000.0,Arabica Flores 25kg,96000000.0
Efrem@ymail.com,Purwokerto,2016-08-01,KP0350CF,35525,5,4.0,Swift Delivery,Y,ru-410,Efrem Siregar,35000000.0,Colombie Finest Blend 50kg,175000000.0
Mochamad@ymail.com,Yogyakarta,2016-07-27,KP0350CF,36375,10,4.0,Pru Logistic,Y,bu-444,Mochamad Balmaceda,35000000.0,Colombie Finest Blend 50kg,350000000.0
Hendrastiti@livex.com,Banda Aceh,2016-07-24,KP0925SG,35056,4,4.0,JENT,Y,ie-101,Anwar  Hendrastiti,15000000.0,Sidikalang Gold Blend 25kg,60000000.0
