Nama Depan,Nama Belakang,Email,Kota,Tanggal Pembelian,Produk Yang Dibeli,Nomor Penjualan,Jumlah Pembelian,Rating,Jasa Pengiriman,Customer Baru,Sales Person
sharecorp ,Kalim,Sharecorp@ymailx.com,Padangpanjang,15-5-2016,KP0425CB,36939,9 buah,4,Cepat Kirim,N,ub-559
Sinatra,Widjaja,Sinatra@mex.com,Balikpapan,14-5-2016,KP0925SG,36739,8,N/A,Swift Delivery,N,et-993
slamet ,Maringka,"Maringka@icloudx.com,",Malang,13-5-2016,KP0150BH,36463,3 buah,N/A,Cepat Kirim,N,tv-123
jopie ,Moelyadi,Jopie@ymailx.com,Batam,5-11-2016,KP0850FB,36506,2 buah,N/A,JENT,Y,og-809
jo ,Oka,Oka@gmailx.com,Padang Sidempuan,5-10-2016,KP0150BH,36401,7 buah,4,Wakanda Express,Y,iq-662
Agus,Sugianto,Sugianto@ymailx.com,Depok,5-10-2016,KP0750AJ,36441,7,N/A,Wakanda Express,Y,yl-409
Nio,widodo ,Widodo@rocketmailx.com,Gorontalo,5-9-2016,KP0925SG,35075,8,N/A,JENT,N,vr-983
piet ,Ronald ,Piet@ymailx.com,Lhokseumawe,5-8-2016,KP0150BH,36168,7 buah,4,JENT,N,zb-101
Anton ,M.,Anton@livex.com,Meulaboh,5-7-2016,KP0850FB,35651,5 buah,4,JENT,Y,dn-101
Halifah,lianty ,Halifah@ymailx.com,Bau-Bau,5-7-2016,KP0750AJ,36306,7,N/A,JENT,Y,hv-250
James,Chuck,Chuck@ymailx.com,Makassar,5-5-2016,KP0850FB,35393,4,N/A,JENT,Y,yh-290
Catherine,Rophian ,Rophian@icloudx.com,Jakarta Timur,5-4-2016,KP0925SG,36834,6,N/A,JENT,Y,ul-333
hans ,Salman,Salman@gmailx.com,Palu,5-3-2016,KP0850FB,36367,3 buah,N/A,JENT,Y,ie-280
Lina,Yick,Lina@gmailx.com,Tasikmalaya,5-3-2016,KP0850FB,35753,5,N/A,Pru Logistic,Y,pb-409
Edwin,Alicia,Edwin@livex.com,Lubuklinggau,5-3-2016,KP0150BH,36380,5,1,Cepat Kirim,Y,cl-661
edhie ,Tirtadjaja,Edhie@gmailx.com,Cimahi,5-2-2016,KP0850FB,35470,4 buah,2,Wakanda Express,Y,bc-409
lydia ,Gasyanto,Gasyanto@gmailx.com,Balikpapan,5-1-2016,KP0925SG,36212,10 buah,N/A,Swift Delivery,Y,zx-993
Soetjahjono,Wiryanto,Wiryanto@ymailx.com,Parepare,28-4-2016,KP0225BB,35156,5,N/A,JENT,N,pm-290
matthew ,Akbar,Matthew@icloudx.com,Sungai Penuh,26-4-2016,KP0050AG,36551,6 buah,4,Wakanda Express,Y,pl-512
ang ,Suo,Ang@livex.com,Jambi,26-4-2016,KP0625AF,35663,7 buah,4,Cepat Kirim,Y,oc-512
Indrawati,r.,"Indrawati@ymailx.com,",Jakarta Utara,26-4-2016,KP0625AF,36666,8,N/A,Cepat Kirim,Y,rq-333
Setia,Harijanto,"Harijanto@rocketmailx.com,",Madiun,25-4-2016,KP0150BH,36612,4,N/A,Cepat Kirim,N,nv-123
hendro ,Hasjim,Hendro@gmailx.com,Bandung,24-4-2016,KP0150BH,35251,3 buah,N/A,Wakanda Express,Y,nc-409
Lambertus,Singh,Singh@livex.com,Tarakan,24-4-2016,KP0425CB,36766,7,4,JENT,Y,dx-994
Execorp,Henry,Execorp@ymailx.com,Batam,23-4-2016,KP0750AJ,35271,4,N/A,Wakanda Express,Y,lj-809
John,Frans,"Frans@ymailx.com,",Sawahlunto,22-4-2016,KP0850FB,36817,4,3,Swift Delivery,Y,lf-559
Bambang ,Dwilasmini,Dwilasmini@ymailx.com,Pekanbaru,20-4-2016,KP0150BH,36041,8 buah,N/A,JENT,Y,tg-222
philip ,Binti ,Philip@mex.com,Balikpapan,19-4-2016,KP0750AJ,35048,8 buah,N/A,JENT,N,oa-993
Hendra,Welianto,Hendra@ymailx.com,Binjai,17-4-2016,KP0750AJ,36410,6,4,Wakanda Express,Y,uw-662
Houston,adnan,"Adnan@ymailx.com,",Jakarta Pusat,16-4-2016,KP0050AG,36011,8,N/A,Swift Delivery,Y,vr-333
Hilda ,Irawan,Hilda@ymailx.com,Batam,15-4-2016,KP0750AJ,36207,8 buah,N/A,Swift Delivery,Y,of-809
linda ,Moelyadi,"Moelyadi@livex.com,",Jayapura,13-4-2016,KP0925SG,36131,4 buah,N/A,Swift Delivery,Y,ct-990
Gita,v. ,Gita@ymailx.com,Madiun,13-4-2016,KP0425CB,36791,10,N/A,JENT,Y,ie-123
Daniel,wibowo,Daniel@livex.com,Manado,4-12-2016,KP0850FB,35051,6,1,Wakanda Express,Y,fp-221
Darwin,Abner ,Darwin@livex.com,Padang Sidempuan,4-11-2016,KP0625AF,35963,8,N/A,JENT,Y,gn-662
Vivien,Goh,Goh@outlookx.com,Tasikmalaya,4-11-2016,KP0625AF,35100,3 buah,4,#N/A,N,ow-409
Muljadi,Aloan,Muljadi@mex.com,Pangkalpinang,4-10-2016,KP0225BB,35380,8,4,JENT,Y,bh-120
Joppy ,Syafari,Joppy@ymailx.com,Tasikmalaya,4-9-2016,KP0050AG,35815,8 buah,N/A,Swift Delivery,Y,ow-409
Lim,Santoso,Lim@mex.com,Batam,4-9-2016,KP0850FB,36119,10,N/A,JENT,Y,el-809
Edgardo,Tedjasaputra,Edgardo@gmailx.com,Tual,4-7-2016,KP0925SG,36275,9,4,Pru Logistic,Y,li-171
primanaga ,Rahardja,Rahardja@icloudx.com,Tanjungbalai,4-6-2016,KP0850FB,35105,7 buah,N/A,Pru Logistic,N,mj-662
Johan,Anindyaguna ,Johan@gmailx.com,Cilegon,4-6-2016,KP0350CF,35998,7,N/A,JENT,Y,xg-500
Ratna,Sunardio,Ratna@icloudx.com,Cirebon,4-6-2016,KP0225BB,35173,6,3,JENT,N,hk-409
bambang ,Soegandha,BamBang@livex.com,Tebingtinggi,4-5-2016,KP0750AJ,36848,7 buah,N/A,Wakanda Express,Y,qv-662
Johnny,Tjandra,Johnny@gmailx.com,Bandung,4-2-2016,KP0925SG,36928,3,N/A,Pru Logistic,Y,kd-409
Miranti,Hioe,Hioe@outlookx.com,Mojokerto,4-1-2016,KP0925SG,36636,10,N/A,Wakanda Express,Y,kg-123
rustiyan ,Muchtar,Rustiyan@outlookx.com,Semarang,27-3-2016,KP0925SG,35493,5 buah,N/A,Wakanda Express,N,gf-410
Kusumo,Halim,Kusumo@gmailx.com,Tegal,27-3-2016,KP0150BH,35539,9,4,Wakanda Express,Y,ku-410
Kusuma ,Ongsoredjo,Ongsoredjo@gmailx.com,Langsa,26-3-2016,KP0925SG,35326,10 buah,2,Swift Delivery,Y,jj-101
Ignanto,Hadikusumo,Ignanto@gmailx.com,Tidore Kepulauan,26-3-2016,KP0350CF,35533,10,N/A,Cepat Kirim,Y,gv-160
Hesye,N.,"N.@gmailx.com,",Kotamobagu,24-3-2016,KP0150BH,36109,4,N/A,Cepat Kirim,Y,sq-221
Rendor,Soedibjo,RENDOR@ymailx.com,Sorong,23-3-2016,KP0750AJ,35259,3,N/A,Pru Logistic,N,yu-999
Nugraha,Rion,Rion@gmailx.com,Madiun,22-3-2016,KP0925SG,36536,7,N/A,JENT,N,wo-123
Azir,soepono,Soepono@ymailx.com,Kotamobagu,22-3-2016,KP0925SG,36217,5,4,Wakanda Express,Y,sd-221
Devie,Arifkaja,Devie@icloudx.com,Banjarmasin,21-3-2016,KP0150BH,35855,8,N/A,Cepat Kirim,Y,td-991
Oei ,Consulting,Consulting@icloudx.com,Tegal,19-3-2016,KP0750AJ,36344,9 buah,N/A,JENT,N,lc-410
sugiono ,Panutomo,Sugiono@livex.com,Serang,19-3-2016,KP0425CB,36737,3 buah,N/A,Cepat Kirim,N,rn-500
Nico,D.,Nico@outlookx.com,Probolinggo,19-3-2016,KP0625AF,35374,2,N/A,JENT,N,ow-123
Marcella,Djojohadikusumo,"DJOJOHADIKUSUMO@gmailx.com,",Bontang,19-3-2016,KP0350CF,35890,7,4,Cepat Kirim,Y,cy-993
Muhammad ,Setiawan,Setiawan@mex.com,Tual,18-3-2016,KP0350CF,35966,3 buah,N/A,Swift Delivery,Y,ho-171
ilham ,Marathon,Marathon@ymailx.com,Kediri,18-3-2016,KP0750AJ,35500,8 buah,4,Cepat Kirim,Y,ln-123
Giovani,Wijaya,Wijaya@ymailx.com,Bima,18-3-2016,KP0750AJ,35188,7,2,JENT,Y,dk-183
Ivonny,segayir,Ivonny@ymailx.com,Pekalongan,18-3-2016,KP0750AJ,36740,2,4,Swift Delivery,Y,ut-410
Darjoto,Korompis,KOROMPIS@livex.com,Banjarmasin,15-3-2016,KP0925SG,35837,5,3,JENT,Y,fb-991
Protasius,deviyanti ,Protasius@livex.com,Binjai,14-3-2016,KP0350CF,35544,9,N/A,JENT,N,pk-662
kiki ,Chu,Chu@ymailx.com,Palangkaraya,13-3-2016,KP0350CF,35536,8 buah,N/A,JENT,Y,fu-992
ravi ,Azwien,Azwien@rocketmailx.com,Bandung,3-11-2016,KP0625AF,35496,5 buah,N/A,Cepat Kirim,N,uj-409
Amy,Manoj,"Amy@gmailx.com,",Jakarta Selatan,3-8-2016,KP0850FB,35329,10,N/A,Cepat Kirim,Y,ly-333
Northstar,zainal,NORTHSTAR@gmailx.com,Ambon,3-7-2016,KP0425CB,36723,3,N/A,Wakanda Express,N,ky-171
Hajato,Tirtawidjaja ,Hajato@gmailx.com,Metro,3-6-2016,KP0925SG,36645,7,N/A,JENT,Y,ac-150
na ,Sunjata,Sunjata@ymailx.com,Pariaman,3-4-2016,KP0425CB,35213,2 buah,4,Wakanda Express,N,wa-559
Denny,Wijaya,Wijaya@livex.com,Jakarta Timur,3-4-2016,KP0350CF,36505,2,N/A,Wakanda Express,Y,on-333
Miana ,Wargana,Wargana@outlookx.com,Manado,3-3-2016,KP0750AJ,35737,6 buah,N/A,Wakanda Express,Y,eg-221
Devy,Krisnanto,Devy@outlookx.com,Madiun,3-3-2016,KP0625AF,36382,4,N/A,JENT,Y,jc-123
Janti,soetoyo,"Soetoyo@gmailx.com,",Purwokerto,3-3-2016,KP0925SG,35396,8,N/A,Cepat Kirim,Y,cx-410
Hunarti ,Amara,Hunarti@ymailx.com,Makassar,3-2-2016,KP0350CF,36484,10 buah,N/A,Wakanda Express,Y,oh-290
sandrawati ,Hadiwardojo,Hadiwardojo@ymailx.com,Madiun,3-2-2016,KP0425CB,35460,9 buah,N/A,Pru Logistic,N,jz-123
charterhouse ,Thohir,Thohir@outlookx.com,Pasuruan,3-2-2016,KP0850FB,36490,9 buah,4,JENT,Y,dp-123
nanik ,Christy,Nanik@gmailx.com,Tanjungbalai,3-1-2016,KP0625AF,36379,2 buah,2,JENT,N,os-662
Ashwani,Patra,"Patra@ymailx.com,",Sabang,3-1-2016,KP0850FB,36333,2,N/A,Swift Delivery,Y,oy-101
Michel,Ahimsa,Michel@rocketmailx.com,Malang,28-2-2016,KP0850FB,35665,7,N/A,JENT,Y,ja-123
Agus,Nittyyudo,Agus@ymailx.com,Jakarta Utara,26-2-2016,KP0750AJ,35310,10,N/A,JENT,Y,oa-333
dicky ,Brown,Dicky@livex.com,Meulaboh,24-2-2016,KP0425CB,35980,2 buah,4,Swift Delivery,Y,qb-101
Melisa,soedarjo,Melisa@outlookx.com,Tidore Kepulauan,24-2-2016,KP0750AJ,35010,8,N/A,Cepat Kirim,Y,zm-160
Simon,Rudy,Rudy@livex.com,Banjarmasin,23-2-2016,KP0850FB,35570,5,N/A,Swift Delivery,N,xo-991
john ,Tulsidas,Tulsidas@gmailx.com,Singkawang,22-2-2016,KP0850FB,35791,3 buah,N/A,Cepat Kirim,Y,ue-880
Chandra,Widyawimarta,Chandra@livex.com,Bima,22-2-2016,KP0150BH,36000,3,N/A,Cepat Kirim,Y,sj-183
Lydia,kumar,Kumar@icloudx.com,Tebingtinggi,21-2-2016,KP0625AF,35130,7,N/A,JENT,Y,hm-662
Jusak,Kawano ,Kawano@gmailx.com,Cirebon,19-2-2016,KP0425CB,36874,10,1,JENT,Y,uu-409
Hansen,Wiria,"Wiria@gmailx.com,",Bandar Lampung,15-2-2016,KP0850FB,36754,4,N/A,Cepat Kirim,Y,xc-150
Sefrie,Lawanto,Sefrie@ymailx.com,Tidore Kepulauan,14-2-2016,KP0925SG,35932,10,N/A,Swift Delivery,N,wh-160
eddyanto ,Denny,Denny@ymailx.com,Bau-Bau,13-2-2016,KP0350CF,36684,10 buah,N/A,Swift Delivery,Y,nt-250
Steven,Widjata,Steven@icloudx.com,Banjarmasin,13-2-2016,KP0750AJ,36176,3,3,Cepat Kirim,N,js-991
hans ,Handoko,Handoko@gmailx.com,Tegal,2-11-2016,KP0750AJ,35463,5 buah,N/A,JENT,Y,be-410
Josef,Williem,Williem@ymailx.com,Solok,2-7-2016,KP0925SG,36345,8,N/A,Pru Logistic,Y,yr-559
Su,mohanlal,Su@icloudx.com,Tanjungbalai,2-7-2016,KP0425CB,36137,4,5,Wakanda Express,N,lu-662
Raja ,Noegroho,Raja@icloudx.com,Pekalongan,2-5-2016,KP0750AJ,36205,3 buah,N/A,Swift Delivery,N,rv-410
Amrullah ,William,William@livex.com,Medan,2-3-2016,KP0225BB,36830,6 buah,N/A,Swift Delivery,Y,os-662
Djatmiko,Idris,Idris@outlookx.com,Samarinda,2-2-2016,KP0850FB,36098,4,N/A,Cepat Kirim,Y,xh-993
Chris,susanto ,Chris@livex.com,Banjarmasin,2-2-2016,KP0625AF,36596,4,N/A,JENT,Y,fg-991
Ie ,Heryati,Ie@gmailx.com,Pekanbaru,2-1-2016,KP0750AJ,35804,9 buah,N/A,JENT,Y,jb-222
Kusdianto,Babra ,Babra@ymailx.com,Padang,2-1-2016,KP0050AG,36658,8,N/A,JENT,Y,uj-559
Rusdy,Joh,"Joh@livex.com,",Banjarbaru,2-1-2016,KP0425CB,36271,6,4,Cepat Kirim,N,pb-991
Erwin ,Kahar ,Erwin@gmailx.com,Banjarbaru,25-1-2016,KP0750AJ,36891,5 buah,N/A,JENT,Y,rp-991
Nasir,Esther,Nasir@livex.com,Jakarta Utara,25-1-2016,KP0625AF,36875,5,4,Swift Delivery,N,jm-333
Vijay,Naraindas,Naraindas@rocketmailx.com,Sabang,25-1-2016,KP0150BH,36155,4 buah,4,#N/A,N,av-101
Hawanto ,"Winoto,",Hawanto@ymailx.com,Jayapura,23-1-2016,KP0350CF,35540,9 buah,4,Wakanda Express,Y,xj-990
didit ,Hai ,Didit@icloudx.com,Banjar,23-1-2016,KP0850FB,35391,2 buah,N/A,JENT,Y,gu-409
Honey,vicky,Honey@ymailx.com,Samarinda,23-1-2016,KP0150BH,35456,5,N/A,JENT,Y,op-993
Alwi,Cahyaningtyas,Cahyaningtyas@livex.com,Medan,21-1-2016,KP0850FB,35979,5,4,Pru Logistic,Y,tw-662
Lisa,Padilla ,LISA@livex.com,Tanjungpinang,21-1-2016,KP0750AJ,36843,10,4,JENT,Y,tn-809
Gemilang,Wardhana ,Gemilang@gmailx.com,Pagaralam,19-1-2016,KP0425CB,35833,2,N/A,JENT,Y,qi-661
Ongkowijoyo,Wardhana,Ongkowijoyo@rocketmailx.com,Blitar,18-1-2016,KP0625AF,36002,7,N/A,Swift Delivery,N,ij-123
Garibaldi,bhansali,Bhansali@livex.com,Jakarta Selatan,16-1-2016,KP0925SG,36102,3,N/A,JENT,Y,ao-333
Enny ,Management,Management@icloudx.com,Manado,15-1-2016,KP0625AF,36438,5 buah,2,Wakanda Express,Y,ph-221
Mimin,Wirjawan,WIRJAWAN@gmailx.com,Pekalongan,13-1-2016,KP0350CF,35608,3,4,Wakanda Express,Y,mj-410
Sabhnani,S.,SABHNANI@icloudx.com,Blitar,1-12-2016,KP0750AJ,36537,4,N/A,JENT,N,mj-123
David,Bruce,Bruce@ymailx.com,Pematangsiantar,1-10-2016,KP0625AF,36547,9,N/A,JENT,Y,mc-662
rahmad ,Vinod,"Rahmad@outlookx.com,",Binjai,1-9-2016,KP0050AG,35545,9 buah,N/A,Swift Delivery,N,qz-662
Daniel,jennice,Jennice@livex.com,Palembang,1-9-2016,KP0425CB,35723,5,1,JENT,Y,tj-661
Carlos,Tjen ,Carlos@livex.com,Pangkalpinang,1-8-2016,KP0925SG,36585,10,N/A,JENT,Y,ei-120
Nila,Henry,Nila@ymailx.com,Langsa,1-7-2016,KP0350CF,35784,10,N/A,Swift Delivery,N,jz-101
cavalier ,Kiong,Kiong@icloudx.com,Pekanbaru,1-4-2016,KP0750AJ,35593,4 buah,N/A,JENT,Y,oh-222
Dicky,Sugiarti,Sugiarti@livex.com,Prabumulih,1-4-2016,KP0425CB,35601,6,N/A,Wakanda Express,Y,sh-661
Catherine ,Widjaja,WIDJAJA@gmailx.com,Sabang,1-2-2016,KP0625AF,35479,10 buah,N/A,Wakanda Express,Y,xg-101
Agus,indra,"Agus@ymailx.com,",Kendari,1-1-2016,KP0350CF,36087,6,4,Pru Logistic,Y,ds-250
dicky ,Brown,Dicky@livex.com,Meulaboh,24-2-2018,KP0425CB,37001,2 buah,4,Swift Delivery,Y,qb-101
Hesye,N.,"N.@gmailx.com,",Kotamobagu,24-3-2018,KP0150BH,37002,4,N/A,Cepat Kirim,Y,sq-221
hendro ,Hasjim,Hendro@gmailx.com,Bandung,24-4-2018,KP0150BH,37003,3 buah,N/A,Wakanda Express,Y,nc-409
Lambertus,Singh,Singh@livex.com,Tarakan,24-4-2018,KP0425CB,37004,7,4,JENT,Y,dx-994
Safarina,rossi,Rossi@icloudx.com,Langsa,24-4-2018,KP0150BH,37005,9,N/A,Swift Delivery,N,yp-101
lim ,Sik,Sik@mex.com,Kediri,24-4-2018,KP0050AG,37006,6 buah,4,Wakanda Express,Y,aj-123
dina ,Limited,"Dina@icloudx.com,",Solok,24-5-2018,KP0350CF,37007,9 buah,3,Swift Delivery,Y,je-559
Beatrice ,Tedjajadi,Tedjajadi@gmailx.com,Blitar,24-5-2018,KP0150BH,37008,6 buah,N/A,JENT,Y,wn-123
junanda ,Liani,LIANI@gmailx.com,Pangkalpinang,24-6-2018,KP0225BB,37009,6 buah,4,JENT,Y,zx-120
Armedta,Christina,Christina@livex.com,Denpasar,24-6-2018,KP0350CF,37010,5,N/A,Wakanda Express,Y,ve-201
anwar ,Hendrastiti,Hendrastiti@livex.com,Banda Aceh,24-7-2018,KP0925SG,37011,4 buah,4,JENT,Y,ie-101
Sonal,Tjahyawati,Sonal@mex.com,Madiun,24-7-2018,KP0750AJ,37012,5,N/A,Swift Delivery,N,kt-123
Elsa,mogi,Elsa@livex.com,Tanjungbalai,24-8-2018,KP0625AF,37013,4,2,Pru Logistic,Y,Wi-662
Djoni ,Mardova,Djoni@outlookx.com,Jambi,24-9-2018,KP0750AJ,37014,8 buah,N/A,Wakanda Express,Y,ph-512
Vijay,Naraindas,Naraindas@rocketmailx.com,Sabang,25-1-2018,KP0150BH,37015,4 buah,4,#N/A,N,av-101
Nasir,Esther,Nasir@livex.com,Jakarta Utara,25-1-2018,KP0625AF,37016,5,4,Swift Delivery,N,jm-333
Erwin ,Kahar ,Erwin@gmailx.com,Banjarbaru,25-1-2018,KP0750AJ,37017,5 buah,N/A,JENT,Y,rp-991
Aurelia,Siregar,"Aurelia@livex.com,",Cilegon,25-10-2018,KP0625AF,37018,5,4,Cepat Kirim,Y,Iq-500
Lee ,Faizal,Lee@livex.com,Mojokerto,25-11-2018,KP0850FB,37019,4 buah,N/A,JENT,Y,Zb-123
Setia,Harijanto,"Harijanto@rocketmailx.com,",Madiun,25-4-2018,KP0150BH,37020,4,N/A,Cepat Kirim,N,nv-123
Daniel,international,International@livex.com,Jakarta Barat,25-4-2018,KP0925SG,37021,7,N/A,JENT,Y,sx-333
Maria,Diana,Diana@icloudx.com,Sibolga,25-4-2018,KP0050AG,37022,7,5,Cepat Kirim,Y,gk-662
Petrus,Hugh,Hugh@livex.com,Bandung,25-5-2018,KP0925SG,37023,4,4,Pru Logistic,N,en-409
gaitini ,Vincent,Gaitini@livex.com,Sawahlunto,25-6-2018,KP0850FB,37024,7 buah,4,Pru Logistic,Y,yc-559
Victor,Luhur,Luhur@icloudx.com,Magelang,25-6-2018,KP0150BH,37025,6 buah,4,#N/A,N,rm-410
Gita,group,"GITA@ymailx.com,",Lubuklinggau,25-6-2018,KP0625AF,37026,5,N/A,Swift Delivery,Y,Dv-661
herry ,Soegiarto,Soegiarto@gmailx.com,Metro,25-7-2018,KP0625AF,37027,5 buah,4,Wakanda Express,Y,Pv-150
Roger,Suliawan,"Roger@ymailx.com,",Jakarta Pusat,25-8-2018,KP0425CB,37028,6,4,Cepat Kirim,N,Bj-333
Herman,hambali,Hambali@ymailx.com,Jayapura,25-9-2018,KP0425CB,37029,7,3,Cepat Kirim,Y,Ti-990
Lovri,Nelson,Lovri@livex.com,Gorontalo,25-9-2018,KP0850FB,37030,8,4,Swift Delivery,Y,Sv-983
Ferdinand,mirza ,Mirza@ymailx.com,Tasikmalaya,26-1-2018,KP0850FB,37031,9,5,JENT,Y,tg-409
Solihin,Patra,Patra@mex.com,Gorontalo,26-10-2018,KP0750AJ,37032,4,2,JENT,N,ac-983
Calvin,Carmen,Calvin@icloudx.com,Pariaman,26-10-2018,KP0750AJ,37033,8,N/A,Cepat Kirim,Y,Hm-559
henking ,Ikbal ,Ikbal@ymailx.com,Pontianak,26-11-2018,KP0050AG,37034,10 buah,N/A,JENT,Y,Hq-880
Kiki,Utomo,Utomo@ymailx.com,Yogyakarta,26-12-2018,KP0750AJ,37035,5,4,JENT,Y,hd-444
Baldeo,Agil ,Baldeo@ymailx.com,Tomohon,26-12-2018,KP0050AG,37036,7,N/A,JENT,Y,Uj-221
Adji,Widjojo,"Adji@livex.com,",Tarakan,26-12-2018,KP0850FB,37037,6,N/A,Cepat Kirim,Y,Ak-994
Agus,Nittyyudo,Agus@ymailx.com,Jakarta Utara,26-2-2018,KP0750AJ,37038,10,N/A,JENT,Y,oa-333
Kirk,harsono ,Harsono@gmailx.com,Tomohon,26-2-2018,KP0750AJ,37039,9,N/A,JENT,Y,ge-221
Kusuma ,Ongsoredjo,Ongsoredjo@gmailx.com,Langsa,26-3-2018,KP0925SG,37040,10 buah,2,Swift Delivery,Y,jj-101
Ignanto,Hadikusumo,Ignanto@gmailx.com,Tidore Kepulauan,26-3-2018,KP0350CF,37041,10,N/A,Cepat Kirim,Y,gv-160
ang ,Suo,Ang@livex.com,Jambi,26-4-2018,KP0625AF,37042,7 buah,4,Cepat Kirim,Y,oc-512
matthew ,Akbar,Matthew@icloudx.com,Sungai Penuh,26-4-2018,KP0050AG,37043,6 buah,4,Wakanda Express,Y,pl-512
Indrawati,r.,"Indrawati@ymailx.com,",Jakarta Utara,26-4-2018,KP0625AF,37044,8,N/A,Cepat Kirim,Y,rq-333
Pradeep ,Sinto,Sinto@livex.com,Pagaralam,26-4-2018,KP0750AJ,37045,9 buah,N/A,JENT,N,di-661
Doreen,Kong,Kong@livex.com,Palembang,26-5-2018,KP0750AJ,37046,3,4,JENT,Y,np-661
hanson ,Wargana,"Wargana@gmailx.com,",Prabumulih,26-5-2018,KP0625AF,37047,4 buah,4,Swift Delivery,Y,xp-661
adelina ,Bowden,BOWDEN@gmailx.com,Cirebon,26-5-2018,KP0750AJ,37048,5 buah,1,Swift Delivery,Y,ft-409
Djoni,kusumawati ,Djoni@ymailx.com,Bogor,26-7-2018,KP0925SG,37049,10,N/A,JENT,Y,Js-409
Chander,gobel,Gobel@livex.com,Bima,26-8-2018,KP0150BH,37050,2,4,Cepat Kirim,Y,xe-183
Cindy,lestari,"Lestari@gmailx.com,",Magelang,26-8-2018,KP0925SG,37051,7,N/A,Swift Delivery,Y,wy-410
Jeffrey,suwarno,Jeffrey@ymailx.com,Pangkalpinang,26-8-2018,KP0050AG,37052,3,N/A,Wakanda Express,Y,el-120
Madampath ,Arief,Madampath@icloudx.com,Yogyakarta,26-8-2018,KP0625AF,37053,10 buah,4,Pru Logistic,Y,Aq-444
Virendra,Prakash,Virendra@gmailx.com,Banjarbaru,26-9-2018,KP0150BH,37054,6 buah,4,#N/A,N,vu-991
Roberto,Arpan,Roberto@gmailx.com,Pasuruan,26-9-2018,KP0750AJ,37055,8,5,Pru Logistic,N,Ej-123
Raymond,Sapta,Raymond@icloudx.com,Bukittinggi,26-9-2018,KP0850FB,37056,7,5,Wakanda Express,N,Yx-559
Frank,Koeshandery,Frank@gmailx.com,Padangpanjang,27-10-2018,KP0850FB,37057,2,N/A,JENT,Y,rd-559
Abu,"Sally,",Abu@ymailx.com,Balikpapan,27-10-2018,KP0350CF,37058,7,N/A,Cepat Kirim,Y,Qc-993
Alexandra,muljo,"Alexandra@ymailx.com,",Mojokerto,27-10-2018,KP0625AF,37059,9,N/A,Cepat Kirim,Y,Pi-123
Lilys,Riady ,Lilys@ymailx.com,Jakarta Pusat,27-12-2018,KP0750AJ,37060,8,4,JENT,Y,ik-333
rori ,Group,Group@ymailx.com,Pariaman,27-12-2018,KP0750AJ,37061,8 buah,N/A,JENT,N,Rh-559
Andrew ,Eddy,Andrew@ymailx.com,Manado,27-12-2018,KP0350CF,37062,6 buah,4,Swift Delivery,Y,Qo-221
rustiyan ,Muchtar,Rustiyan@outlookx.com,Semarang,27-3-2018,KP0925SG,37063,5 buah,N/A,Wakanda Express,N,gf-410
Kusumo,Halim,Kusumo@gmailx.com,Tegal,27-3-2018,KP0150BH,37064,9,4,Wakanda Express,Y,ku-410
liliana ,Mogi,Liliana@icloudx.com,Malang,27-4-2018,KP0350CF,37065,7 buah,N/A,Swift Delivery,Y,ys-123
Agam,iskandar,Agam@gmailx.com,Purwokerto,27-5-2018,KP0750AJ,37066,5,1,Wakanda Express,Y,pf-410
Hendra,Jimmy,Jimmy@gmailx.com,Medan,27-5-2018,KP0850FB,37067,5,N/A,Swift Delivery,Y,yk-662
danny ,Basuki,"Danny@ymailx.com,",Jambi,27-5-2018,KP0625AF,37068,8 buah,N/A,Swift Delivery,Y,qa-512
Grant,Sutantyo,Grant@ymailx.com,Surakarta,27-6-2018,KP0925SG,37069,8,2,Pru Logistic,Y,Ji-410
Mochamad,balmaceda,Mochamad@ymailx.com,Yogyakarta,27-7-2018,KP0350CF,37070,10,4,Pru Logistic,Y,bu-444
Bong,bagus,Bagus@ymailx.com,Pekalongan,27-8-2018,KP0150BH,37071,5,N/A,Swift Delivery,Y,ns-410
gladys ,Samantha,Samantha@ymailx.com,Lubuklinggau,27-8-2018,KP0625AF,37072,7 buah,4,JENT,Y,lx-661
bengt ,Consulting,Consulting@outlookx.com,Padangpanjang,27-8-2018,KP0425CB,37073,8 buah,N/A,Swift Delivery,Y,ku-559
Lim,Yoshawirja,Lim@outlookx.com,Tanjungpinang,27-9-2018,KP0625AF,37074,3,N/A,Wakanda Express,Y,qy-809
Kokos,Purnomo,Kokos@ymailx.com,Langsa,27-9-2018,KP0625AF,37075,8,N/A,Cepat Kirim,Y,ty-101
Richard ,Eldelina,Eldelina@livex.com,Tomohon,27-9-2018,KP0850FB,37076,3 buah,5,Swift Delivery,N,Ap-221
pao ,Halim,PAO@ymailx.com,Padang,27-9-2018,KP0550EH,37077,5 buah,1,Cepat Kirim,N,Sk-559
Darmawansjah,Johan,Johan@outlookx.com,Meulaboh,28-10-2018,KP0350CF,37078,7,5,Wakanda Express,Y,Dj-101
Irawan,Moi,Moi@gmailx.com,Manado,28-11-2018,KP0750AJ,37079,8,N/A,Wakanda Express,Y,Fi-221
Ridwan,Tejowarno,"Tejowarno@ymailx.com,",Sibolga,28-11-2018,KP0850FB,37080,10,N/A,Swift Delivery,N,El-662
Metta,Basyir,Metta@ymailx.com,Medan,28-12-2018,KP0850FB,37081,4,N/A,Swift Delivery,Y,Rn-662
